Company,Location_HQ,Country,Continent,Laid_Off,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Year
Twilio,San Francisco Bay Area,USA,North America,1500,17.0,8824,7324,Other,Post-IPO,2023
Electric,New York City,USA,North America,141,25.0,564,423,Other,Series D,2023
iRobot,Boston,USA,North America,85,7.0,1214,1129,Consumer,Acquired,2023
Moladin,Jakarta,Indonesia,Asia,360,11.0,3273,2913,Transportation,Series B,2023
TripleLift,New York City,USA,North America,100,20.0,500,400,Marketing,Acquired,2023
Titan Medical,Toronto,Canada,North America,48,72.0,67,19,Healthcare,Post-IPO,2023
Yahoo,San Francisco Bay Area,USA,North America,1600,20.0,8000,6400,Consumer,Acquired,2023
MiSan Franciscoits Market,Philadelphia,USA,North America,649,33.0,1967,1318,Food,Series C,2023
Deliveroo,London,United Kingdom,Europe,350,9.0,3889,3539,Food,Post-IPO,2023
Olive AI,Columbus,USA,North America,215,35.0,614,399,Healthcare,Series H,2023
Oportun,San Francisco Bay Area,USA,North America,155,10.0,1550,1395,Finance,Post-IPO,2023
GitLab,San Francisco Bay Area,USA,North America,130,7.0,1857,1727,Product,Post-IPO,2023
Veriff,Tallinn,Estonia,Europe,66,12.0,550,484,Security,Series C,2023
REE Automotive,Tel Aviv,Israel,Asia,31,11.0,282,251,Transportation,Post-IPO,2023
GoDaddy,Phoenix,USA,North America,530,8.0,6625,6095,Marketing,Post-IPO,2023
Affirm,San Francisco Bay Area,USA,North America,500,19.0,2632,2132,Finance,Post-IPO,2023
Gusto,San Francisco Bay Area,USA,North America,126,5.0,2520,2394,HR,Series E,2023
Gong,San Francisco Bay Area,USA,North America,80,7.0,1143,1063,Sales,Series E,2023
Beam Benefits,Columbus,USA,North America,31,8.0,388,357,Healthcare,Series E,2023
Equitybee,San Francisco Bay Area,USA,North America,24,25.0,96,72,Finance,Series B,2023
Zoom,San Francisco Bay Area,USA,North America,1300,15.0,8667,7367,Other,Post-IPO,2023
eBay,San Francisco Bay Area,USA,North America,500,4.0,12500,12000,Retail,Post-IPO,2023
SecureWorks,Atlanta,USA,North America,212,9.0,2356,2144,Security,Post-IPO,2023
Salesloft,Atlanta,USA,North America,100,10.0,1000,900,Sales,Acquired,2023
Openpay,Melbourne,Australia,Australia,83,100.0,83,0,Finance,Post-IPO,2023
LearnUpon,Dublin,Ireland,Europe,27,9.0,300,273,Education,Private Equity …,2023
Loggi,Sao Paulo,Brazil,South America,300,7.0,4286,3986,Logistics,Series F,2023
Pocket Aces,Mumbai,India,Asia,50,25.0,200,150,Media,Unknown,2023
Lightico,Tel Aviv,Israel,Asia,20,25.0,80,60,Finance,Series B,2023
Eightfold AI,San Francisco Bay Area,USA,North America,90,15.0,600,510,HR,Series E,2023
Protocol Labs,San Francisco Bay Area,USA,North America,89,20.0,445,356,Crypto,Unknown,2023
Okta,San Francisco Bay Area,USA,North America,300,5.0,6000,5700,Security,Post-IPO,2023
Miro,San Francisco Bay Area,USA,North America,119,7.0,1700,1581,Other,Series C,2023
Highspot,Seattle,USA,North America,100,10.0,1000,900,Sales,Series F,2023
Splunk,San Francisco Bay Area,USA,North America,325,4.0,8125,7800,Data,Post-IPO,2023
DraftKings,Boston,USA,North America,140,4.0,3500,3360,Consumer,Post-IPO,2023
Workato,San Francisco Bay Area,USA,North America,90,10.0,900,810,Other,Series E,2023
Wheel,Austin,USA,North America,56,28.0,200,144,Healthcare,Series C,2023
Chainalysis,New York City,USA,North America,44,5.0,880,836,Crypto,Series F,2023
Exterro,Portland,USA,North America,24,3.0,800,776,Legal,Private Equity …,2023
TheSkimm,New York City,USA,North America,17,10.0,170,153,Media,Series C,2023
PayPal,San Francisco Bay Area,USA,North America,2000,7.0,28571,26571,Finance,Post-IPO,2023
Workday,San Francisco Bay Area,USA,North America,525,3.0,17500,16975,HR,Post-IPO,2023
HubSpot,Boston,USA,North America,500,7.0,7143,6643,Marketing,Post-IPO,2023
Upstart,San Francisco Bay Area,USA,North America,365,20.0,1825,1460,Finance,Post-IPO,2023
Software AG,Frankfurt,Germany,Europe,200,4.0,5000,4800,Data,Post-IPO,2023
Wish,San Francisco Bay Area,USA,North America,150,17.0,882,732,Retail,Post-IPO,2023
Tilting Point,New York City,USA,North America,60,14.0,429,369,Consumer,Unknown,2023
AU10TIX,Tel Aviv,Israel,Asia,19,9.0,211,192,Security,Unknown,2023
Arrival,London,United Kingdom,Europe,800,50.0,1600,800,Transportation,Post-IPO,2023
Glovo,Barcelona,Spain,Europe,250,6.0,4167,3917,Food,Acquired,2023
Delivery Hero,Berlin,Germany,Europe,156,4.0,3900,3744,Food,Post-IPO,2023
Impossible Foods,San Francisco Bay Area,USA,North America,140,20.0,700,560,Food,Series H,2023
Chrono24,Karlsruhe,Germany,Europe,65,13.0,500,435,Retail,Series C,2023
DealShare,Bengaluru,India,Asia,100,6.0,1667,1567,Retail,Series E,2023
Matrixport,Singapore,Singapore,Asia,29,10.0,290,261,Crypto,Series C,2023
Shakepay,Montreal,Canada,North America,21,25.0,84,63,Crypto,Series A,2023
#Paid,Toronto,Canada,North America,19,17.0,112,93,Marketing,Series B,2023
SAP,Walldorf,Germany,Europe,3000,3.0,100000,97000,Other,Post-IPO,2023
Confluent,San Francisco Bay Area,USA,North America,221,8.0,2763,2542,Data,Post-IPO,2023
Glisser,London,United Kingdom,Europe,25,100.0,25,0,Travel,Unknown,2023
Luno,London,United Kingdom,Europe,330,35.0,943,613,Crypto,Acquired,2023
Guardant Health,San Francisco Bay Area,USA,North America,130,7.0,1857,1727,Healthcare,Post-IPO,2023
SirionLabs,Seattle,USA,North America,130,15.0,867,737,Legal,Series D,2023
Tier Mobility,Berlin,Germany,Europe,80,7.0,1143,1063,Transportation,Series D,2023
Vacasa,Portland,USA,North America,1300,17.0,7647,6347,Travel,Post-IPO,2023
Innovaccer,San Francisco Bay Area,USA,North America,245,15.0,1633,1388,Healthcare,Series E,2023
Bolt,San Francisco Bay Area,USA,North America,50,10.0,500,450,Finance,Series E,2023
PartnerStack,Toronto,Canada,North America,40,20.0,200,160,Sales,Series B,2023
Gitpod,Kiel,Germany,Europe,21,28.0,75,54,Product,Series A,2023
Spotify,Stockholm,Sweden,Europe,600,6.0,10000,9400,Media,Post-IPO,2023
Uber Freight,San Francisco Bay Area,USA,North America,150,3.0,5000,4850,Logistics,Subsidi…,2023
Innovid,New York City,USA,North America,40,10.0,400,360,Marketing,Post-IPO,2023
Ermetic,San Francisco Bay Area,USA,North America,30,17.0,176,146,Security,Series B,2023
Namogoo,Tel Aviv,Israel,Asia,20,15.0,133,113,Marketing,Series C,2023
Google,San Francisco Bay Area,USA,North America,12000,6.0,200000,188000,Consumer,Post-IPO,2023
Wayfair,Boston,USA,North America,1750,10.0,17500,15750,Retail,Post-IPO,2023
Swiggy,Bengaluru,India,Asia,380,6.0,6333,5953,Food,Unknown,2023
MediBuddy,Bengaluru,India,Asia,200,8.0,2500,2300,Healthcare,Acquired,2023
Vox Media,Washington DC,USA,North America,130,7.0,1857,1727,Media,Series F,2023
Enjoei,Sao Paulo,Brazil,South America,31,10.0,310,279,Retail,Unknown,2023
Citrine Informatics,San Francisco Bay Area,USA,North America,22,27.0,81,59,Data,Series C,2023
Hubilo,San Francisco Bay Area,USA,North America,115,35.0,329,214,Other,Series B,2023
Saks.com,New York City,USA,North America,100,5.0,2000,1900,Retail,Unknown,2023
CS Disco,Austin,USA,North America,62,9.0,689,627,Legal,Post-IPO,2023
Microsoft,Seattle,USA,North America,10000,5.0,200000,190000,Other,Post-IPO,2023
Sophos,Oxford,United Kingdom,Europe,450,10.0,4500,4050,Security,Acquired,2023
Teladoc Health,New York City,USA,North America,300,6.0,5000,4700,Healthcare,Post-IPO,2023
Vroom,New York City,USA,North America,275,20.0,1375,1100,Transportation,Post-IPO,2023
8x8,San Francisco Bay Area,USA,North America,155,7.0,2214,2059,Support,Post-IPO,2023
Pagaya,New York City,USA,North America,140,20.0,700,560,Finance,Post-IPO,2023
Benevity,Calgary,Canada,North America,137,14.0,979,842,Other,Unknown,2023
Inspirato,Denver,USA,North America,109,12.0,908,799,Travel,Post-IPO,2023
Jumpcloud,Boulder,USA,North America,100,12.0,833,733,Security,Series F,2023
nCino,Wilmington,USA,North America,100,7.0,1429,1329,Finance,Post-IPO,2023
Starry,Boston,USA,North America,100,24.0,417,317,Other,Post-IPO,2023
Hootsuite,Vancouver,Canada,North America,70,7.0,1000,930,Marketing,Series C,2023
Clue,Berlin,Germany,Europe,31,31.0,100,69,Healthcare,Unknown,2023
Addepar,San Francisco Bay Area,USA,North America,20,3.0,667,647,Finance,Series F,2023
Lightspeed Company,Montreal,Canada,North America,300,10.0,3000,2700,Retail,Post-IPO,2023
Unity,San Francisco Bay Area,USA,North America,284,3.0,9467,9183,Other,Post-IPO,2023
Britishvolt,London,United Kingdom,Europe,206,100.0,206,0,Transportation,Unknown,2023
Exotel,Bengaluru,India,Asia,142,15.0,947,805,Support,Series D,2023
Unico,Sao Paulo,Brazil,South America,110,10.0,1100,990,Other,Series D,2023
American Robotics,Boston,USA,North America,50,65.0,77,27,Other,Acquired,2023
ShareChat,Bengaluru,India,Asia,500,20.0,2500,2000,Consumer,Series H,2023
ClearCo,Toronto,Canada,North America,50,30.0,167,117,Finance,Series C,2023
Snappy,New York City,USA,North America,100,30.0,333,233,Marketing,Series C,2023
BharatAgri,Mumbai,India,Asia,40,43.0,93,53,Food,Series A,2023
Lending Club,San Francisco Bay Area,USA,North America,225,14.0,1607,1382,Finance,Post-IPO,2023
SmartNews,Tokyo,Japan,Asia,120,40.0,300,180,Media,Series F,2023
Pier,Sao Paulo,Brazil,South America,111,39.0,285,174,Finance,Series B,2023
Blockchain.com,London,United Kingdom,Europe,110,28.0,393,283,Crypto,Series D,2023
Lattice,San Francisco Bay Area,USA,North America,105,15.0,700,595,HR,Series F,2023
Greenlight,Atlanta,USA,North America,104,21.0,495,391,Finance,Series D,2023
Akili Labs,Boston,USA,North America,46,30.0,153,107,Healthcare,Post-IPO,2023
Flexport,San Francisco Bay Area,USA,North America,640,20.0,3200,2560,Logistics,Series E,2023
Qualtrics,Salt Lake City,USA,North America,270,5.0,5400,5130,Other,Post-IPO,2023
Tipalti,San Francisco Bay Area,USA,North America,123,11.0,1118,995,Finance,Series F,2023
Jumio,San Francisco Bay Area,USA,North America,100,6.0,1667,1567,Security,Private Equity …,2023
Coinbase,San Francisco Bay Area,USA,North America,950,20.0,4750,3800,Crypto,Post-IPO,2023
Blend,San Francisco Bay Area,USA,North America,340,28.0,1214,874,Finance,Post-IPO,2023
ConsenSys,New York City,USA,North America,100,11.0,909,809,Crypto,Series D,2023
ForeScout,Tel Aviv,Israel,Asia,100,10.0,1000,900,Security,Acquired,2023
Thinkific,Vancouver,Canada,North America,76,19.0,400,324,Education,Post-IPO,2023
Parler,Nashville,USA,North America,60,75.0,80,20,Consumer,Series B,2023
GoBolt,Toronto,Canada,North America,55,5.0,1100,1045,Logistics,Series C,2023
StreamElements,Tel Aviv,Israel,Asia,40,20.0,200,160,Media,Series B,2023
Cart.com,Austin,USA,North America,25,4.0,625,600,Retail,Unknown,2023
Fate Therapeutics,San Diego,USA,North America,315,57.0,553,238,Healthcare,Post-IPO,2023
Minute Media,London,United Kingdom,Europe,50,10.0,500,450,Media,Series I,2023
WalkMe,San Francisco Bay Area,USA,North America,43,3.0,1433,1390,Other,Post-IPO,2023
Huobi,Bejing,China,Asia,275,20.0,1375,1100,Crypto,Unknown,2023
Bounce,Bengaluru,India,Asia,40,5.0,800,760,Transportation,Series D,2023
SoundHound,San Francisco Bay Area,USA,North America,200,50.0,400,200,Other,Post-IPO,2023
Socure,Reno,USA,North America,104,19.0,547,443,Finance,Series E,2023
Moglix,Singapore,Singapore,Asia,40,2.0,2000,1960,Retail,Series F,2023
Everlane,San Francisco Bay Area,USA,North America,30,17.0,176,146,Retail,Unknown,2023
Pecan AI,Tel Aviv,Israel,Asia,30,25.0,120,90,Data,Series C,2023
Personetics,New York City,USA,North America,30,8.0,375,345,Support,Private Equity …,2023
Twine Solutions,Tel Aviv,Israel,Asia,30,33.0,91,61,Hardware,Unknown,2023
UpScalio,Gurugram,India,Asia,25,15.0,167,142,Retail,Series B,2023
Amazon,Seattle,USA,North America,8000,2.0,400000,392000,Retail,Post-IPO,2023
SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,8000,10.0,80000,72000,Sales,Post-IPO,2023
Astronomer,Cincinnati,USA,North America,76,20.0,380,304,Data,Series C,2023
Kaltura,New York City,USA,North America,75,11.0,682,607,Media,Post-IPO,2023
Augury,New York City,USA,North America,20,5.0,400,380,Manufacturing,Series E,2023
Uniphore,San Francisco Bay Area,USA,North America,76,10.0,760,684,Support,Series E,2023
Micron,Boise,USA,North America,4800,10.0,48000,43200,Hardware,Post-IPO,2023
Back Market,Paris,France,Europe,93,13.0,715,622,Retail,Series E,2022
TuSimple,San Diego,USA,North America,350,25.0,1400,1050,Transportation,Post-IPO,2022
Chope,Singapore,Singapore,Asia,65,24.0,271,206,Food,Series E,2022
Briza,Toronto,Canada,North America,26,40.0,65,39,Finance,Series A,2022
Homebot,Denver,USA,North America,18,13.0,138,120,Real Estate,Acquired,2022
Tomorrow,Hamburg,Germany,Europe,30,25.0,120,90,Finance,Unknown,2022
Revelate,Montreal,Canada,North America,24,30.0,80,56,Data,Series A,2022
BigCommerce,Austin,USA,North America,180,13.0,1385,1205,Retail,Post-IPO,2022
Freshworks,San Francisco Bay Area,USA,North America,90,2.0,4500,4410,Support,Post-IPO,2022
LeafLink,New York City,USA,North America,80,31.0,258,178,Other,Series C,2022
Workmotion,Berlin,Germany,Europe,60,20.0,300,240,HR,Series B,2022
JD.ID,Jakarta,Indonesia,Asia,200,30.0,667,467,Retail,Post-IPO,2022
Headspace,Los Angeles,USA,North America,50,4.0,1250,1200,Healthcare,Unknown,2022
ChowNow,Los Angeles,USA,North America,40,10.0,400,360,Food,Series C,2022
Thumbtack,San Francisco Bay Area,USA,North America,160,14.0,1143,983,Consumer,Series I,2022
Edgio,Phoenix,USA,North America,95,10.0,950,855,Infrastructure,Post-IPO,2022
Komodo Health,San Francisco Bay Area,USA,North America,78,9.0,867,789,Healthcare,Series E,2022
Pluralsight,Salt Lake City,USA,North America,400,20.0,2000,1600,Education,Acquired,2022
Outschool,San Francisco Bay Area,USA,North America,43,25.0,172,129,Education,Series D,2022
Xentral,Munich,Germany,Europe,20,10.0,200,180,Product,Series B,2022
Alice,Sao Paulo,Brazil,South America,113,16.0,706,593,Healthcare,Series C,2022
Primer,London,United Kingdom,Europe,85,33.0,258,173,Finance,Series B,2022
OneFootball,Berlin,Germany,Europe,62,12.0,517,455,Marketing,Series D,2022
C2FO,Kansas City,USA,North America,20,2.0,1000,980,Finance,Series H,2022
Airtable,San Francisco Bay Area,USA,North America,254,20.0,1270,1016,Product,Series F,2022
Swiggy,Bengaluru,India,Asia,250,3.0,8333,8083,Food,Unknown,2022
Glints,Singapore,Singapore,Asia,198,18.0,1100,902,HR,Series D,2022
Buser,Sao Paulo,Brazil,South America,160,30.0,533,373,Transportation,Series C,2022
BlackLine,Los Angeles,USA,North America,95,5.0,1900,1805,Finance,Private Equity …,2022
Otonomo,Tel Aviv,Israel,Asia,80,50.0,160,80,Transportation,Post-IPO,2022
TechTarget,Boston,USA,North America,60,5.0,1200,1140,Marketing,Post-IPO,2022
CyCognito,San Francisco Bay Area,USA,North America,30,15.0,200,170,Security,Series C,2022
Armis,San Francisco Bay Area,USA,North America,25,4.0,625,600,Security,Private Equity …,2022
Loft,Sao Paulo,Brazil,South America,312,12.0,2600,2288,Real Estate,Unknown,2022
Plaid,San Francisco Bay Area,USA,North America,260,20.0,1300,1040,Finance,Series D,2022
Motive,San Francisco Bay Area,USA,North America,237,6.0,3950,3713,Transportation,Series F,2022
Relativity,Chicago,USA,North America,150,10.0,1500,1350,Legal,Private Equity …,2022
Voi,Stockholm,Sweden,Europe,130,13.0,1000,870,Transportation,Series D,2022
Integral Ad Science,New York City,USA,North America,120,13.0,923,803,Marketing,Acquired,2022
Houzz,San Francisco Bay Area,USA,North America,95,8.0,1188,1093,Consumer,Series E,2022
Grover,Berlin,Germany,Europe,40,10.0,400,360,Retail,Unknown,2022
Lev,New York City,USA,North America,30,30.0,100,70,Real Estate,Series B,2022
Lithic,New York City,USA,North America,27,18.0,150,123,Finance,Series C,2022
Doma,San Francisco Bay Area,USA,North America,515,40.0,1288,773,Finance,Post-IPO,2022
BuzzFeed,New York City,USA,North America,180,12.0,1500,1320,Media,Post-IPO,2022
Chipper Cash,San Francisco Bay Area,USA,North America,50,13.0,385,335,Finance,Series C,2022
Stash,New York City,USA,North America,32,8.0,400,368,Finance,Unknown,2022
Perimeter 81,Tel Aviv,Israel,Asia,20,8.0,250,230,Security,Series C,2022
Bridgit,Waterloo,Canada,North America,13,13.0,100,87,Construction,Series B,2022
Aqua Security,Boston,USA,North America,65,10.0,650,585,Security,Series E,2022
DataRails,Tel Aviv,Israel,Asia,30,18.0,167,137,Finance,Series B,2022
Polly,Burlington,USA,North America,47,15.0,313,266,Finance,Series C,2022
Carousell,Singapore,Singapore,Asia,110,10.0,1100,990,Retail,Private Equity …,2022
Bizzabo,New York City,USA,North America,100,37.0,270,170,Marketing,Series E,2022
Netlify,San Francisco Bay Area,USA,North America,48,16.0,300,252,Product,Series D,2022
Springbig,Miami,USA,North America,37,23.0,161,124,Sales,Post-IPO,2022
DoorDash,San Francisco Bay Area,USA,North America,1250,6.0,20833,19583,Food,Post-IPO,2022
Kraken,San Francisco Bay Area,USA,North America,1100,30.0,3667,2567,Crypto,Unknown,2022
Happy Money,Los Angeles,USA,North America,158,34.0,465,307,Finance,Series D,2022
Ula,Jakarta,Indonesia,Asia,134,23.0,583,449,Retail,Series B,2022
Wonder,New York City,USA,North America,130,7.0,1857,1727,Food,Series B,2022
Grin,Sacramento,USA,North America,60,13.0,462,402,Marketing,Series B,2022
Ualá,Buenos Aires,Argentina,South America,53,3.0,1767,1714,Finance,Series D,2022
Teachmint,Bengaluru,India,Asia,45,5.0,900,855,Education,Series B,2022
Thread,London,United Kingdom,Europe,30,50.0,60,30,Retail,Acquired,2022
Lyst,London,United Kingdom,Europe,50,25.0,200,150,Retail,Unknown,2022
CoinJar,Melbourne,Australia,Australia,10,20.0,50,40,Crypto,Unknown,2022
Infarm,Berlin,Germany,Europe,500,50.0,1000,500,Other,Series D,2022
Wildlife Studios,Sao Paulo,Brazil,South America,300,20.0,1500,1200,Consumer,Unknown,2022
ApplyBoard,Waterloo,Canada,North America,90,6.0,1500,1410,Education,Series D,2022
Ajaib,Jakarta,Indonesia,Asia,67,8.0,838,771,Finance,Unknown,2022
Candy Digital,New York City,USA,North America,33,33.0,100,67,Crypto,Series A,2022
ResearchGate,Berlin,Germany,Europe,25,10.0,250,225,Other,Series D,2022
VerSe Innovation,Bengaluru,India,Asia,150,5.0,3000,2850,Media,Series J,2022
Carwow,London,United Kingdom,Europe,70,20.0,350,280,Transportation,Unknown,2022
Vendease,Lagos,Nigeria,Africa,27,9.0,300,273,Food,Series A,2022
Lemon,Buenos Aires,Argentina,South America,100,38.0,263,163,Crypto,Series A,2022
Quidax,Lagos,Nigeria,Africa,20,20.0,100,80,Crypto,Unknown,2022
SIRCLO,Jakarta,Indonesia,Asia,160,8.0,2000,1840,Retail,Series B,2022
Trax,Singapore,Singapore,Asia,80,8.0,1000,920,Retail,Series E,2022
Jumia,Lagos,Nigeria,Africa,900,20.0,4500,3600,Retail,Post-IPO,2022
Kitopi,Dubai,United Arabian Emirates,Asia,93,10.0,930,837,Food,Series C,2022
Zomato,Gurugram,India,Asia,100,4.0,2500,2400,Food,Series J,2022
Carvana,Phoenix,USA,North America,1500,8.0,18750,17250,Transportation,Post-IPO,2022
Nuro,San Francisco Bay Area,USA,North America,300,20.0,1500,1200,Transportation,Series D,2022
Synthego,San Francisco Bay Area,USA,North America,105,20.0,525,420,Healthcare,Series E,2022
Roku,San Francisco Bay Area,USA,North America,200,7.0,2857,2657,Media,Post-IPO,2022
Juni,Gothenburg,Sweden,Europe,72,33.0,218,146,Finance,Unknown,2022
Capitolis,New York City,USA,North America,37,25.0,148,111,Finance,Series D,2022
TealBook,Toronto,Canada,North America,34,19.0,179,145,Other,Series B,2022
Koho,Toronto,Canada,North America,15,4.0,375,360,Finance,Series D,2022
&Open,Dublin,Ireland,Europe,9,9.0,100,91,Marketing,Series A,2022
Amazon,Seattle,USA,North America,10000,3.0,333333,323333,Retail,Post-IPO,2022
Cisco,San Francisco Bay Area,USA,North America,4100,5.0,82000,77900,Infrastructure,Post-IPO,2022
Twiga,Nairobi,Kenya,Africa,211,21.0,1005,794,Food,Series C,2022
Wayflyer,Dublin,Ireland,Europe,200,40.0,500,300,Marketing,Unknown,2022
Similarweb,New York City,USA,North America,120,10.0,1200,1080,Other,Post-IPO,2022
Salsify,Boston,USA,North America,90,11.0,818,728,Retail,Series F,2022
Lokalise,Dover,USA,North America,76,23.0,330,254,Other,Series B,2022
Yotpo,New York City,USA,North America,70,9.0,778,708,Marketing,Unknown,2022
Pear Therapeutics,Boston,USA,North America,59,22.0,268,209,Healthcare,Post-IPO,2022
UiPath,New York City,USA,North America,241,6.0,4017,3776,Data,Post-IPO,2022
Asana,San Francisco Bay Area,USA,North America,180,9.0,2000,1820,Other,Post-IPO,2022
OwnBackup,New York City,USA,North America,170,17.0,1000,830,Security,Series E,2022
Deliveroo Australia,Melbourne,Australia,Australia,120,100.0,120,0,Food,Post-IPO,2022
Jimdo,Hamburg,Germany,Europe,50,16.0,313,263,Other,Unknown,2022
CaptivateIQ,San Francisco Bay Area,USA,North America,31,10.0,310,279,Sales,Series C,2022
Illumina,San Diego,USA,North America,500,5.0,10000,9500,Healthcare,Post-IPO,2022
iFit,Logan,USA,North America,300,20.0,1500,1200,Fitness,Private Equity …,2022
Ribbon,New York City,USA,North America,170,85.0,200,30,Real Estate,Series C,2022
Pipedrive,Tallinn,Estonia,Europe,143,15.0,953,810,Sales,Private Equity …,2022
Intercom,San Francisco Bay Area,USA,North America,124,13.0,954,830,Support,Series D,2022
Pear Therapeutics,Boston,USA,North America,59,22.0,268,209,Healthcare,Post-IPO,2022
Cloudinary,San Francisco Bay Area,USA,North America,40,8.0,500,460,Media,Unknown,2022
Veev,San Francisco Bay Area,USA,North America,100,30.0,333,233,Real Estate,Series D,2022
Forto,Berlin,Germany,Europe,60,8.0,750,690,Logistics,Series D,2022
GoTo Group,Jakarta,Indonesia,Asia,1300,12.0,10833,9533,Transportation,Post-IPO,2022
Juul,San Francisco Bay Area,USA,North America,400,30.0,1333,933,Consumer,Unknown,2022
Blend,San Francisco Bay Area,USA,North America,100,6.0,1667,1567,Finance,Post-IPO,2022
InfluxData,San Francisco Bay Area,USA,North America,65,27.0,241,176,Data,Series D,2022
SoundHound,San Francisco Bay Area,USA,North America,45,10.0,450,405,Other,Post-IPO,2022
Ocavu,Lehi,USA,North America,20,48.0,42,22,Crypto,Series A,2022
Meta,San Francisco Bay Area,USA,North America,11000,13.0,84615,73615,Consumer,Post-IPO,2022
Redfin,Seattle,USA,North America,862,13.0,6631,5769,Real Estate,Post-IPO,2022
Flyhomes,Seattle,USA,North America,300,40.0,750,450,Real Estate,Series C,2022
AvantStay,Los Angeles,USA,North America,144,22.0,655,511,Travel,Private Equity …,2022
Root Insurance,Columbus,USA,North America,137,20.0,685,548,Finance,Post-IPO,2022
Liftoff,San Francisco Bay Area,USA,North America,130,15.0,867,737,Marketing,Acquired,2022
Plum,Bengaluru,India,Asia,36,10.0,360,324,Healthcare,Series A,2022
Kabam,San Francisco Bay Area,USA,North America,35,7.0,500,465,Consumer,Acquired,2022
Namogoo,Tel Aviv,Israel,Asia,25,15.0,167,142,Marketing,Series C,2022
Repertoire Immu…,Boston,USA,North America,65,50.0,130,65,Healthcare,Series B,2022
SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,1000,1.0,100000,99000,Sales,Post-IPO,2022
Unacademy,Bengaluru,India,Asia,350,10.0,3500,3150,Education,Series H,2022
Zendesk,San Francisco Bay Area,USA,North America,350,5.0,7000,6650,Support,Acquired,2022
Dock,Sao Paulo,Brazil,South America,190,12.0,1583,1393,Finance,Private Equity …,2022
Varonis,New York City,USA,North America,110,5.0,2200,2090,Security,Post-IPO,2022
Twitter,San Francisco Bay Area,USA,North America,3700,50.0,7400,3700,Consumer,Post-IPO,2022
Planetly,Berlin,Germany,Europe,200,100.0,200,0,Other,Acquired,2022
KoinWorks,Jakarta,Indonesia,Asia,70,8.0,875,805,Finance,Unknown,2022
Exodus,Nebraska City,USA,North America,59,22.0,268,209,Crypto,Unknown,2022
Stripe,San Francisco Bay Area,USA,North America,1000,14.0,7143,6143,Finance,Series H,2022
Lyft,San Francisco Bay Area,USA,North America,700,13.0,5385,4685,Transportation,Post-IPO,2022
Pleo,Copenhagen,Denmark,Europe,150,15.0,1000,850,Finance,Series C,2022
Delivery Hero,Berlin,Germany,Europe,100,2.5,4000,3900,Food,Post-IPO,2022
Shippo,San Francisco Bay Area,USA,North America,60,20.0,300,240,Logistics,Series E,2022
Opendoor,San Francisco Bay Area,USA,North America,550,18.0,3056,2506,Real Estate,Post-IPO,2022
Chime,San Francisco Bay Area,USA,North America,156,12.0,1300,1144,Finance,Series G,2022
Chargebee,San Francisco Bay Area,USA,North America,142,10.0,1420,1278,Finance,Series H,2022
Dapper Labs,Vancouver,Canada,North America,134,22.0,609,475,Crypto,Series D,2022
Checkmarx,Tel Aviv,Israel,Asia,100,10.0,1000,900,Security,Series C,2022
Smava,Berlin,Germany,Europe,100,15.0,667,567,Finance,Unknown,2022
Iron Ox,San Francisco Bay Area,USA,North America,50,50.0,100,50,Food,Series C,2022
Upstart,San Francisco Bay Area,USA,North America,140,7.0,2000,1860,Finance,Post-IPO,2022
Gem,San Francisco Bay Area,USA,North America,100,33.0,303,203,Recruiting,Series C,2022
Oda,Oslo,Sweden,Europe,70,18.0,389,319,Food,Unknown,2022
Oda,Oslo,Norway,Europe,70,18.0,389,319,Food,Unknown,2022
Oda,Oslo,Norway,Europe,70,6.0,1167,1097,Food,Unknown,2022
Hootsuite,Vancouver,Canada,North America,50,5.0,1000,950,Marketing,Series C,2022
Kry,Stockholm,Sweden,Europe,300,10.0,3000,2700,Healthcare,Series D,2022
EquityZen,New York City,USA,North America,30,27.0,111,81,Finance,Series B,2022
Equitybee,San Francisco Bay Area,USA,North America,25,20.0,125,100,Finance,Series B,2022
Amazon,Seattle,USA,North America,150,0.04497975910840122,333483,333333,Retail,Post-IPO,2022
Fifth Season,Pittsburgh,USA,North America,100,100.0,100,0,Food,Series B,2022
RenoRun,Montreal,Canada,North America,210,43.0,488,278,Construction,Series B,2022
Recharge,Los Angeles,USA,North America,84,17.0,494,410,Finance,Series B,2022
MindBody,San Luis Obispo,USA,North America,400,15.0,2667,2267,Fitness,Post-IPO,2022
Zillow,Seattle,USA,North America,300,5.0,6000,5700,Real Estate,Post-IPO,2022
Cybereason,Boston,USA,North America,200,17.0,1176,976,Security,Series F,2022
Argo AI,Pittsburgh,USA,North America,173,6.070175438596491,2850,2677,Transportation,Unknown,2022
Fundbox,San Francisco Bay Area,USA,North America,150,42.0,357,207,Finance,Series D,2022
Embroker,San Francisco Bay Area,USA,North America,30,12.0,250,220,Finance,Series C,2022
Vee,Tel Aviv,Israel,Asia,17,50.0,34,17,HR,Seed,2022
Cerebral,Walnut,USA,North America,400,20.0,2000,1600,Healthcare,Series C,2022
Snyk,Boston,USA,North America,198,14.0,1414,1216,Security,Series F,2022
Unico,Sao Paulo,Brazil,South America,50,4.0,1250,1200,Other,Series D,2022
